"collision_index","vehicle_reference","vehicle_type","vehicle_manoeuvre","junction_location","skidding_and_overturning","hit_object_in_carriageway","first_point_of_impact","sex_of_driver","age_of_driver","engine_capacity_cc","propulsion_code","age_of_vehicle"
"2025000027593",1,9,19,0,1,0,1,1,19,1397,1,22
"2025000027594",2,9,2,2,0,4,2,3,-1,1242,1,8
"2025000027594",3,9,2,1,0,0,1,3,-1,2198,2,14
"2025000027594",1,19,14,2,5,4,1,2,40,1995,2,2
"2025000027595",1,1,19,1,0,0,1,1,22,-1,-1,-1
"2025000027595",2,9,19,1,0,0,0,2,35,1461,2,8
"2025000027596",2,10,19,8,0,0,1,1,71,1997,2,2
"2025000027596",1,9,19,6,0,0,3,2,73,2494,8,1
"2025000027597",1,3,19,8,0,0,1,1,17,125,1,4
"2025000027597",2,9,4,8,0,0,2,2,41,1968,2,17
"2025000027598",1,9,19,2,0,0,1,2,22,1598,1,17
"2025000027599",1,9,9,6,0,0,3,2,34,1997,2,7
"2025000027599",2,3,19,1,0,0,1,2,30,110,1,1
"2025000027600",1,9,19,0,0,7,3,1,63,1998,2,6
"2025000027601",2,5,19,0,1,0,4,1,67,900,1,5
"2025000027601",1,9,19,0,0,0,0,1,26,1482,1,0
"2025000027602",1,19,19,1,0,0,1,1,-1,2402,2,19
"2025000027602",2,9,4,1,0,0,2,2,23,998,1,13
"2025000027603",1,11,4,0,0,0,0,3,-1,6700,2,7
"2025000027604",2,9,99,9,9,99,4,3,-1,1998,8,6
"2025000027604",1,3,99,9,9,99,9,1,32,125,1,0
"2025000027605",1,9,19,0,5,0,1,1,44,-1,-1,-1
"2025000027605",2,11,19,0,0,0,1,1,23,7698,2,2
"2025000027606",2,9,5,6,0,0,1,2,66,1995,2,8
"2025000027606",1,1,19,1,5,0,1,1,9,-1,-1,-1
"2025000027607",1,3,19,1,1,0,1,1,21,124,1,1
"2025000027607",2,9,9,1,0,0,2,1,55,1498,1,5
"2025000027608",3,9,19,8,0,0,3,2,43,2494,8,2
"2025000027608",4,9,19,8,0,0,3,1,35,898,1,5
"2025000027608",1,9,9,8,0,0,1,2,26,899,1,9
"2025000027608",2,9,19,8,0,0,4,1,59,1997,2,6
"2025000027609",1,9,19,2,0,0,1,1,78,1580,8,1
"2025000027610",1,1,19,8,5,0,2,1,55,-1,-1,-1
"2025000027610",2,9,19,4,0,0,1,2,30,1339,1,17
"2025000027611",1,9,-1,-1,-1,-1,-1,3,-1,-1,-1,-1
"2025000027612",1,5,19,0,0,0,1,1,55,1200,1,4
"2025000027612",2,9,4,0,0,0,2,1,34,1582,2,8
"2025000027613",1,9,4,4,0,0,4,1,62,5461,1,16
"2025000027614",1,9,5,1,0,0,4,1,70,1398,1,11
"2025000027614",2,9,19,1,0,0,4,2,35,1956,2,10
"2025000027615",2,9,2,0,0,0,3,2,36,1560,2,8
"2025000027615",1,9,19,0,0,4,4,2,77,998,1,5
"2025000027616",2,9,6,0,9,99,3,1,-1,1580,8,5
"2025000027616",1,5,13,0,9,99,1,1,22,745,1,8
"2025000027617",1,21,19,8,0,0,1,1,49,12900,2,13
"2025000027617",2,11,7,5,0,0,4,1,63,-1,-1,-1
"2025000027618",1,9,19,0,0,0,4,3,-1,-1,-1,-1
"2025000027619",2,9,19,1,0,0,1,2,38,1198,1,15
"2025000027619",1,9,19,1,0,0,0,2,50,-1,-1,-1
"2025000027620",1,19,19,1,0,0,1,1,54,1995,2,3
"2025000027621",1,9,19,0,0,0,3,2,26,1598,1,11
"2025000027622",1,19,4,2,0,0,2,1,21,1968,2,2
"2025000027622",2,1,4,2,0,4,2,1,59,-1,-1,-1
"2025000027623",1,9,10,1,0,0,1,1,27,2143,2,7
"2025000027623",2,3,14,1,0,0,1,1,41,125,1,4
"2025000027624",1,9,3,8,0,0,3,1,44,-1,3,1
"2025000027624",2,9,19,8,0,0,1,3,-1,1796,1,13
"2025000027625",1,9,9,1,0,0,3,2,36,1997,1,4
"2025000027626",1,9,9,6,0,0,1,1,46,-1,-1,-1
"2025000027626",2,9,19,1,0,0,3,2,53,1242,1,7
"2025000027627",1,9,19,1,5,0,1,2,69,1461,2,11
"2025000027628",1,5,19,0,1,0,3,1,43,1170,1,5
"2025000027629",2,19,19,8,0,0,1,1,29,2143,2,2
"2025000027629",1,9,9,6,0,0,3,2,18,1242,1,17
"2025000027630",2,11,19,8,0,0,3,1,56,6871,2,12
"2025000027630",1,9,19,8,0,0,1,1,58,1461,2,4
"2025000027631",1,9,1,0,0,0,1,2,63,1798,8,1
"2025000027632",1,9,9,1,0,0,1,1,47,1798,8,5
"2025000027632",2,1,19,1,0,0,3,1,23,-1,-1,-1
"2025000027633",1,9,19,0,0,0,1,1,19,1198,1,13
"2025000027634",1,9,19,0,0,0,3,1,26,1598,2,12
"2025000027634",2,9,19,0,1,0,1,1,25,1197,1,7
"2025000027635",1,9,5,0,0,0,1,1,47,1968,2,6
"2025000027635",2,9,19,0,0,0,1,1,66,1396,1,10
"2025000027636",3,9,2,8,0,0,2,3,-1,1984,1,5
"2025000027636",2,9,2,8,0,0,1,3,-1,999,1,1
"2025000027636",1,9,19,8,0,4,1,1,21,1084,1,3
"2025000027637",1,9,7,0,1,0,1,2,18,1242,1,12
"2025000027638",4,19,19,0,0,0,1,1,28,2287,2,3
"2025000027638",3,9,19,0,0,0,2,2,35,1229,1,11
"2025000027638",2,9,19,0,0,0,2,2,49,1969,12,3
"2025000027638",1,9,19,0,0,0,3,1,29,1086,1,19
"2025000027639",1,19,1,0,0,0,2,3,-1,-1,-1,-1
"2025000027640",1,11,5,0,9,99,1,1,62,4500,2,6
"2025000027640",2,11,4,0,9,99,2,1,-1,4461,2,8
"2025000027641",1,9,9,0,0,0,0,3,-1,-1,-1,-1
"2025000027641",2,11,19,0,0,0,0,1,33,9000,2,10
"2025000027642",2,19,9,0,0,0,3,1,54,2148,2,14
"2025000027642",1,3,13,0,0,0,1,1,15,-1,-1,-1
"2025000027643",1,11,5,1,0,0,0,1,62,5132,2,6
"2025000027644",1,11,19,8,0,0,4,1,43,4461,2,3
"2025000027644",2,21,9,6,0,0,1,1,30,12809,2,4
"2025000027645",3,9,19,1,0,0,0,2,79,1422,2,15
"2025000027645",1,19,13,8,0,0,1,1,60,-1,-1,-1
"2025000027645",2,9,9,6,0,0,1,1,38,1560,2,11
"2025000027646",1,9,9,6,0,0,1,1,35,3246,1,22
"2025000027646",2,3,19,1,0,0,1,1,38,125,1,2
"2025000027647",1,9,19,0,0,0,1,3,-1,-1,-1,-1
"2025000027647",2,1,19,0,0,0,2,1,8,-1,-1,-1
"2025000027648",2,9,10,1,0,0,2,2,52,1197,1,3
"2025000027648",1,9,10,1,0,0,2,1,47,1597,1,12
"2025000027648",3,21,19,1,0,0,1,1,50,12740,2,5
"2025000027649",1,-1,19,0,0,0,1,1,-1,-1,-1,-1
"2025000027650",1,9,9,8,0,0,1,1,52,2993,2,6
"2025000027651",1,9,9,6,0,0,1,1,33,1242,1,15
"2025000027651",2,5,19,8,0,0,4,1,29,998,1,5
"2025000027652",1,9,19,0,1,0,1,1,48,1240,1,16
"2025000027652",3,9,4,0,1,4,1,1,35,1997,2,5
"2025000027652",2,9,19,0,0,0,2,1,53,2993,2,2
"2025000027653",1,9,19,0,0,0,1,3,-1,1248,1,12
"2025000027653",2,9,2,0,0,0,2,3,-1,1240,1,14
"2025000027653",3,9,2,0,0,0,2,3,-1,1596,1,12
"2025000027654",1,9,19,0,0,0,1,1,27,998,1,7
"2025000027654",2,17,19,0,0,0,1,1,52,-1,2,12
"2025000027655",1,9,7,1,0,0,4,2,41,1395,1,8
"2025000027655",2,1,19,1,5,8,1,1,52,-1,-1,-1
"2025000027656",1,9,5,2,0,0,4,2,23,1198,1,17
"2025000027656",2,9,19,1,0,0,3,2,37,1956,2,7
"2025000027657",1,1,9,8,0,0,4,1,12,-1,-1,-1
"2025000027657",2,9,19,8,0,0,1,1,28,2793,1,24
"2025000027658",2,20,4,0,0,0,2,1,64,9290,2,9
"2025000027658",1,9,19,0,0,0,1,1,59,2393,2,3
"2025000027659",1,99,19,0,0,0,1,1,32,-1,-1,-1
"2025000027660",1,9,5,1,0,0,2,2,19,1991,2,13
"2025000027660",2,9,19,1,0,7,4,2,43,1598,1,15
"2025000027661",2,9,19,8,0,0,1,1,33,1499,1,5
"2025000027661",1,9,19,8,0,0,2,1,34,1798,8,4
"2025000027662",1,9,99,0,9,99,9,3,-1,2362,1,18
"2025000027662",2,11,19,0,9,99,1,3,-1,5132,2,3
"2025000027663",2,9,2,0,0,0,4,3,-1,1332,1,4
"2025000027663",1,19,19,0,0,0,1,1,62,2143,2,6
"2025000027664",1,9,19,0,1,0,1,1,36,1198,1,20
"2025000027665",2,9,19,8,0,0,3,2,21,1496,2,6
"2025000027665",1,90,19,1,0,0,1,1,23,-1,-1,-1
"2025000027666",2,9,10,5,0,0,1,1,38,1499,2,5
"2025000027666",1,11,19,1,0,0,1,1,56,4250,2,14
"2025000027667",2,9,19,2,0,0,4,2,32,1248,2,8
"2025000027667",1,9,7,6,5,0,1,2,25,-1,-1,-1
"2025000027668",1,5,13,0,2,0,1,1,38,1783,1,14
"2025000027668",2,9,19,0,0,0,0,2,49,-1,-1,-1
"2025000027669",2,9,9,1,0,0,1,2,45,1597,2,8
"2025000027669",3,9,2,1,0,0,0,-1,-1,1349,1,14
"2025000027669",1,9,9,1,0,0,1,2,74,1299,1,16
"2025000027670",2,9,19,1,0,0,1,1,52,1781,1,17
"2025000027670",1,3,19,1,0,0,2,2,39,125,1,4
"2025000027671",1,9,19,1,0,0,1,1,20,1968,2,4
"2025000027671",2,9,19,2,0,0,2,2,36,1598,2,8
"2025000027672",1,9,19,0,0,0,1,2,67,1998,1,21
"2025000027672",2,9,3,0,0,0,2,2,27,1498,1,6
"2025000027673",1,9,4,1,0,0,1,1,39,2494,8,9
"2025000027674",1,19,19,0,0,0,1,1,31,2143,2,6
"2025000027675",2,9,13,0,0,0,4,2,-1,1499,2,6
"2025000027675",1,9,19,0,0,0,3,1,23,1598,1,16
"2025000027676",2,1,19,0,0,0,3,1,43,-1,-1,-1
"2025000027676",1,9,2,0,0,0,3,1,30,1242,1,14
"2025000027677",2,9,5,4,0,0,1,3,-1,-1,-1,-1
"2025000027677",1,9,4,3,0,0,2,1,25,1498,1,0
"2025000027678",1,1,19,8,0,0,1,1,22,-1,-1,-1
"2025000027679",2,9,3,4,0,0,1,2,40,-1,-1,-1
"2025000027679",1,9,3,4,0,0,2,1,49,2979,1,17
"2025000027680",2,9,10,1,0,0,1,1,33,-1,3,0
"2025000027680",1,3,15,1,0,0,1,1,18,124,1,12
"2025000027681",1,9,19,2,0,0,4,2,61,1149,1,9
"2025000027682",1,9,19,0,0,0,1,2,46,998,1,8
"2025000027682",2,9,2,0,0,0,2,3,-1,1461,2,13
"2025000027683",2,9,9,5,0,0,4,2,41,1199,1,0
"2025000027683",3,9,19,8,0,0,4,1,49,2967,2,2
"2025000027683",1,19,13,8,0,0,4,1,26,1995,2,5
"2025000027683",4,1,19,8,0,0,0,1,49,-1,-1,-1
"2025000027684",2,19,9,6,0,0,3,1,-1,2287,2,3
"2025000027684",1,9,19,8,0,0,1,1,43,1390,1,13
"2025000027685",1,90,19,0,0,10,1,1,28,2298,2,1
"2025000027686",1,9,7,8,0,0,1,2,-1,-1,-1,-1
"2025000027687",1,9,5,2,0,0,4,1,-1,-1,-1,-1
"2025000027687",2,9,19,1,0,0,2,2,38,1461,2,9
"2025000027688",2,9,19,0,0,0,4,1,28,-1,-1,-1
"2025000027688",1,9,19,0,0,0,3,1,43,1999,1,6
"2025000027689",1,9,19,0,2,0,1,1,24,1598,2,9
"2025000027690",1,9,19,6,0,0,0,3,-1,-1,-1,-1
"2025000027690",2,8,19,1,0,0,0,1,-1,1986,2,14
"2025000027691",1,9,2,0,0,0,0,1,56,-1,-1,-1
"2025000027692",2,4,2,2,0,0,2,3,-1,125,1,1
"2025000027692",4,9,2,2,0,0,3,3,-1,1968,2,6
"2025000027692",1,9,19,2,0,4,1,1,82,1796,1,23
"2025000027692",3,9,2,2,0,0,3,3,-1,1598,2,5
"2025000027693",1,3,19,0,0,0,2,1,63,125,1,3
"2025000027694",2,3,99,9,9,99,1,1,34,125,1,2
"2025000027694",1,9,99,9,9,99,2,1,29,-1,-1,-1
"2025000027695",1,9,19,8,0,0,3,1,81,1199,1,2
"2025000027695",2,9,19,8,0,0,1,1,85,1388,1,10
"2025000027696",2,9,3,8,0,0,2,2,44,1398,1,6
"2025000027696",3,1,19,8,0,0,1,1,-1,-1,-1,-1
"2025000027696",1,1,19,8,0,0,1,1,14,-1,-1,-1
"2025000027697",1,9,99,9,9,99,9,2,37,-1,-1,-1
"2025000027697",2,9,99,9,9,99,1,3,-1,-1,-1,-1
"2025000027698",1,9,19,8,0,0,1,1,75,1586,1,5
"2025000027699",1,9,7,8,0,0,1,1,30,-1,1,-1
"2025000027700",1,9,19,0,0,0,1,1,40,-1,-1,-1
"2025000027701",1,9,9,6,0,0,1,1,64,2497,1,17
"2025000027701",2,1,19,8,0,0,1,1,54,-1,-1,-1
"2025000027702",2,9,3,1,0,0,2,1,33,1598,2,6
"2025000027702",1,9,19,1,0,0,1,2,21,1398,1,12
"2025000027703",1,9,19,2,0,0,1,1,40,-1,-1,-1
"2025000027704",1,9,19,0,0,0,1,2,42,1580,8,2
"2025000027704",2,1,19,0,0,0,1,1,15,-1,-1,-1
"2025000027705",1,19,1,2,0,0,2,1,49,2198,2,9
"2025000027706",2,3,19,1,0,0,4,2,32,125,1,2
"2025000027706",1,9,9,8,0,0,1,2,64,1598,1,10
"2025000027707",2,9,2,0,0,0,3,3,-1,2143,2,7
"2025000027707",1,9,-1,0,-1,-1,-1,3,-1,-1,-1,-1
"2025000027708",2,11,19,0,0,0,1,1,46,6700,2,5
"2025000027708",1,-1,19,0,0,0,1,1,28,-1,-1,-1
"2025000027709",1,9,3,8,0,0,4,1,30,1200,1,5
"2025000027709",2,9,19,4,0,0,1,1,94,1396,1,6
"2025000027710",1,-1,5,6,0,0,1,3,-1,-1,-1,-1
"2025000027710",2,1,19,8,0,0,1,1,31,-1,-1,-1
"2025000027711",1,98,12,0,0,0,3,1,-1,-1,-1,-1
"2025000027711",2,9,19,0,0,0,4,2,20,1229,1,5
"2025000027712",1,21,4,0,0,0,2,1,55,6700,2,3
"2025000027712",3,9,4,0,0,0,1,1,51,1598,1,15
"2025000027712",2,9,19,0,0,0,1,2,30,998,1,6
"2025000027713",2,9,19,0,0,0,1,1,36,1956,2,7
"2025000027713",1,9,4,0,0,0,2,2,19,1229,1,10
"2025000027714",4,9,2,2,0,0,1,3,-1,1995,2,8
"2025000027714",3,9,2,2,0,4,1,3,-1,2204,2,13
"2025000027714",5,9,2,2,0,0,4,3,-1,-1,-1,-1
"2025000027714",2,9,5,1,0,4,1,1,39,1950,2,1
"2025000027714",1,9,5,6,0,0,0,3,-1,-1,-1,-1
"2025000027715",2,9,9,6,0,0,1,2,45,1332,8,0
"2025000027715",1,9,19,8,0,0,1,1,31,3456,1,9
"2025000027716",2,1,19,8,1,0,9,1,75,-1,-1,-1
"2025000027716",1,9,5,6,0,0,3,1,59,-1,-1,-1
"2025000027717",2,3,7,4,0,0,3,1,18,124,1,3
"2025000027717",1,9,19,8,0,0,4,2,26,1910,2,14
"2025000027718",2,9,19,0,0,0,1,2,21,1198,1,16
"2025000027718",1,9,19,0,0,10,3,1,32,-1,-1,-1
"2025000027719",1,5,19,1,0,0,1,2,40,782,1,20
"2025000027720",4,9,3,0,0,0,2,1,26,2497,1,15
"2025000027720",2,9,3,0,0,0,2,1,50,1468,1,15
"2025000027720",5,9,3,0,0,0,2,1,-1,-1,-1,-1
"2025000027720",1,9,19,0,0,0,1,1,64,1995,1,14
"2025000027720",3,9,3,0,0,4,2,2,26,1198,1,6
"2025000027721",2,9,19,1,0,0,4,1,68,1591,1,4
"2025000027721",1,9,5,1,0,0,1,2,36,1499,2,5
"2025000027722",1,9,4,0,0,0,1,2,20,998,1,10
"2025000027722",2,3,3,0,0,0,2,1,42,125,1,2
"2025000027722",3,9,3,0,0,0,2,2,51,1349,1,10
"2025000027723",2,9,7,8,0,0,0,1,37,1948,1,19
"2025000027723",1,11,19,1,0,0,0,1,41,6692,2,13
"2025000027724",2,9,99,9,9,99,1,3,-1,1998,1,14
"2025000027724",1,3,99,9,9,99,1,1,35,125,1,1
"2025000027725",1,9,19,8,0,0,1,1,23,1499,2,3
"2025000027725",2,8,19,8,0,0,1,1,54,1798,8,8
"2025000027726",1,3,99,9,9,99,9,3,39,-1,-1,-1
"2025000027726",2,9,99,9,9,99,9,3,-1,-1,-1,-1
"2025000027727",2,9,5,1,0,0,3,1,56,1968,2,14
"2025000027727",1,21,9,6,0,0,1,1,43,12777,2,6
"2025000027728",2,10,4,0,0,0,2,1,40,-1,-1,-1
"2025000027728",1,9,19,0,0,0,1,2,-1,1799,1,9
"2025000027729",1,90,19,1,0,0,1,3,-1,-1,-1,-1
"2025000027730",1,9,19,0,0,0,1,3,19,1229,1,12
"2025000027731",1,9,9,1,0,0,1,2,77,1560,2,8
"2025000027731",2,9,19,2,0,0,3,2,33,2179,2,9
"2025000027732",1,9,19,0,0,0,1,1,26,1968,2,8
"2025000027733",1,9,19,0,0,0,1,1,32,1399,2,18
"2025000027734",1,9,13,0,0,0,4,1,29,1499,2,4
"2025000027734",2,1,19,0,0,0,3,1,64,-1,-1,-1
"2025000027735",1,97,19,8,0,0,1,1,-1,-1,-1,-1
"2025000027735",2,9,19,8,0,0,3,1,44,999,8,0
"2025000027736",2,1,99,9,9,99,1,1,47,-1,-1,-1
"2025000027736",1,4,99,9,9,99,9,1,-1,124,1,5
"2025000027737",1,1,19,8,1,0,4,2,69,-1,-1,-1
"2025000027737",2,9,8,2,0,0,1,2,-1,1332,1,3
"2025000027738",2,9,19,8,0,0,3,1,-1,1398,1,17
"2025000027738",5,19,2,2,0,0,0,1,-1,1995,2,0
"2025000027738",4,9,2,1,0,0,0,2,-1,998,1,7
"2025000027738",3,9,19,2,0,0,2,1,-1,1598,1,18
"2025000027738",1,9,5,6,0,0,1,1,-1,2000,1,17
"2025000027739",1,9,19,3,0,0,1,1,76,1198,1,10
"2025000027739",2,1,10,3,0,0,2,1,56,-1,-1,-1
"2025000027740",2,3,19,1,0,0,3,1,16,-1,-1,-1
"2025000027740",1,9,9,8,0,0,1,1,69,3200,2,16
"2025000027741",1,3,13,1,0,0,1,1,24,124,1,10
"2025000027741",2,9,9,5,0,0,3,2,37,1397,1,13
"2025000027742",2,9,19,0,0,0,1,1,60,1360,1,17
"2025000027742",1,1,12,0,0,0,1,1,15,-1,-1,-1
"2025000027743",1,9,19,8,0,0,3,1,60,-1,-1,-1
"2025000027743",2,9,19,8,0,0,1,1,43,1149,1,15
"2025000027743",3,9,3,1,0,0,0,1,36,-1,3,1
"2025000027744",1,9,7,4,0,0,1,1,62,1984,1,15
"2025000027744",2,1,9,4,0,0,4,1,18,-1,-1,-1
"2025000027745",1,9,4,0,0,0,1,2,50,999,1,3
"2025000027746",2,21,99,0,9,99,9,3,-1,9290,2,3
"2025000027746",1,8,99,0,9,99,9,1,34,1685,2,7
"2025000027747",2,9,19,0,0,0,1,2,41,1598,2,4
"2025000027747",1,9,19,0,0,0,1,1,25,1798,1,14
"2025000027748",2,9,5,6,0,0,1,2,35,999,1,4
"2025000027748",1,2,19,1,0,0,4,1,20,124,1,0
"2025000027749",1,9,19,0,1,0,3,2,19,1400,1,17
"2025000027750",1,8,5,1,1,0,1,1,51,-1,3,2
"2025000027751",2,9,4,0,0,0,2,1,24,1124,1,24
"2025000027751",1,9,19,0,0,4,1,1,35,998,1,11
"2025000027752",1,19,19,0,0,0,2,1,-1,-1,-1,-1
"2025000027752",2,1,19,0,0,0,1,1,10,-1,-1,-1
"2025000027753",1,1,5,1,1,0,2,1,40,-1,-1,-1
"2025000027753",2,9,19,5,0,0,0,1,59,1598,1,18
"2025000027754",2,9,9,8,0,0,0,3,-1,-1,-1,-1
"2025000027754",1,9,19,8,0,0,1,1,45,1199,1,1
"2025000027755",1,20,19,0,0,0,1,2,35,-1,-1,-1
"2025000027756",1,9,19,0,0,0,1,1,32,1329,1,11
"2025000027757",3,19,19,1,0,0,0,1,63,1598,2,9
"2025000027757",2,9,9,1,0,0,2,1,75,1199,1,4
"2025000027757",1,9,19,1,0,0,1,3,-1,1360,1,17
"2025000027758",2,9,19,1,0,0,2,2,47,1999,2,4
"2025000027758",1,9,19,1,0,0,1,1,35,1984,1,13
"2025000027759",2,19,9,8,0,0,3,1,42,1956,2,7
"2025000027759",1,9,15,1,0,0,1,2,70,-1,-1,-1
"2025000027760",1,9,19,2,0,0,1,3,-1,-1,-1,-1
"2025000027761",1,9,19,1,0,0,-1,3,-1,-1,-1,-1
"2025000027761",2,3,19,8,0,0,3,1,18,125,1,5
"2025000027762",1,9,19,8,0,0,1,1,18,1995,1,21
"2025000027762",2,9,19,8,0,0,1,1,65,1968,2,3
"2025000027763",1,3,19,1,0,0,1,2,43,108,1,6
"2025000027763",2,9,10,6,0,0,1,1,34,1332,1,2
"2025000027764",2,9,2,0,0,0,2,3,-1,-1,-1,-1
"2025000027764",1,9,19,0,0,0,1,2,75,1248,1,6
"2025000027765",7,9,3,0,0,0,2,2,36,1997,2,5
"2025000027765",1,21,19,0,0,0,1,1,31,7698,2,5
"2025000027765",2,98,19,0,0,0,2,1,62,-1,-1,-1
"2025000027765",6,9,3,0,0,0,2,2,25,1197,1,4
"2025000027765",3,9,19,0,0,0,2,2,21,1461,2,4
"2025000027765",5,9,3,0,0,0,2,2,52,1086,1,8
"2025000027765",4,19,19,0,0,0,2,1,33,1995,2,2
"2025000027766",1,19,19,0,0,0,1,1,28,1995,2,1
"2025000027767",1,9,19,0,0,0,1,1,20,1397,1,13
"2025000027767",2,9,19,0,0,0,1,1,46,1797,8,12
"2025000027768",3,9,19,0,0,0,1,2,48,1242,1,9
"2025000027768",2,9,19,0,0,0,3,2,35,1968,2,6
"2025000027768",1,9,12,0,0,0,0,1,19,1598,2,11
"2025000027769",1,9,19,0,0,0,1,2,22,1995,2,4
"2025000027770",2,9,19,0,0,0,2,2,60,1598,1,17
"2025000027770",1,19,19,0,0,0,1,1,35,1461,2,10
"2025000027771",2,9,19,8,0,0,1,1,68,-1,-1,-1
"2025000027771",1,9,9,8,0,0,4,1,19,1388,1,13
"2025000027772",1,11,4,0,0,0,4,2,63,6700,2,14
"2025000027773",1,9,4,1,0,0,2,2,30,-1,-1,-1
"2025000027773",2,9,19,1,0,0,1,1,32,-1,-1,-1
"2025000027774",1,9,13,0,0,0,1,1,76,1998,1,28
"2025000027774",2,9,19,0,0,0,1,2,34,2993,2,7
"2025000027775",2,9,19,0,0,0,2,2,39,1997,2,11
"2025000027775",1,9,19,0,1,0,1,2,23,1461,2,8
"2025000027776",1,9,19,0,1,0,1,2,28,2720,2,14
"2025000027777",2,1,8,8,0,0,3,2,42,-1,-1,-1
"2025000027777",1,9,19,8,0,0,1,1,61,1598,8,0
"2025000027778",1,21,19,1,0,0,4,1,43,-1,-1,-1
"2025000027778",2,9,19,1,0,0,4,2,59,1598,2,4
"2025000027779",1,9,7,8,0,0,1,3,-1,-1,-1,-1
"2025000027779",2,1,19,8,5,0,4,1,14,-1,-1,-1
"2025000027780",1,9,19,1,0,0,1,1,28,1998,1,7
"2025000027781",1,9,8,1,0,0,2,2,41,1560,2,6
"2025000027781",2,9,19,1,0,0,1,1,50,2720,2,15
"2025000027782",2,9,19,8,0,0,1,1,41,-1,3,7
"2025000027782",1,9,19,8,0,0,1,1,32,1595,1,16
"2025000027783",2,9,4,0,1,0,1,1,35,-1,-1,-1
"2025000027783",3,9,3,0,1,0,1,1,22,999,1,3
"2025000027783",1,9,4,0,0,0,2,2,53,1586,1,5
"2025000027784",2,9,19,1,0,0,1,3,-1,-1,-1,-1
"2025000027784",1,9,9,1,0,0,4,1,47,1998,8,6
"2025000027785",1,9,19,8,0,0,1,2,65,999,1,9
"2025000027785",2,9,9,6,0,0,1,1,29,1984,1,4
"2025000027786",2,9,5,2,0,0,3,2,53,1490,8,0
"2025000027786",1,1,19,1,0,0,1,1,56,-1,-1,-1
"2025000027787",2,9,9,8,0,0,4,1,-1,2179,2,11
"2025000027787",1,19,19,8,0,0,1,2,28,1499,2,3
"2025000027788",1,9,4,6,0,10,1,2,52,998,8,2
"2025000027789",2,9,7,6,0,0,3,2,72,1590,1,21
"2025000027789",1,10,14,1,0,0,3,1,66,1995,2,7
"2025000027790",1,9,19,3,0,0,1,1,78,1499,1,2
"2025000027790",2,9,19,4,0,0,3,1,52,-1,-1,-1
"2025000027791",2,1,19,8,0,0,1,1,40,-1,-1,-1
"2025000027791",1,19,19,8,0,0,-1,1,28,1598,2,9
"2025000027792",2,9,10,8,0,0,2,1,31,1586,1,8
"2025000027792",1,9,19,8,1,0,1,1,36,1296,1,16
"2025000027793",1,9,19,0,0,0,4,3,-1,-1,-1,-1
"2025000027794",1,9,6,0,0,0,1,1,44,2231,2,7
"2025000027794",2,3,19,0,0,0,3,1,33,124,1,2
"2025000027795",2,19,4,1,0,0,3,1,31,2402,2,11
"2025000027795",1,9,7,2,0,0,3,1,27,2993,2,6
"2025000027796",1,9,9,8,0,0,1,1,56,1390,2,17
"2025000027796",2,1,19,8,0,0,3,2,51,-1,-1,-1
"2025000027797",1,9,19,0,0,0,1,3,-1,-1,-1,-1
"2025000027798",1,9,19,0,2,0,1,1,19,1995,2,6
"2025000027799",1,9,9,5,0,0,4,2,21,1499,2,4
"2025000027799",2,11,4,1,0,0,1,2,27,4500,2,5
"2025000027800",1,11,12,0,0,0,2,1,35,9360,2,16
"2025000027800",2,9,19,0,0,0,1,1,36,2993,2,17
"2025000027801",1,9,19,8,0,0,1,1,52,1998,2,0
"2025000027801",2,9,19,2,0,0,3,1,34,1686,2,11
"2025000027802",2,9,19,0,0,0,2,1,35,2993,2,4
"2025000027802",1,19,19,0,0,0,1,1,51,1753,2,13
"2025000027803",1,1,19,0,0,0,1,2,25,-1,-1,-1
"2025000027804",1,9,19,4,0,0,3,1,44,1499,1,4
"2025000027804",2,1,19,8,0,0,1,1,32,-1,-1,-1
"2025000027805",2,9,99,0,9,99,1,3,-1,1560,2,4
"2025000027805",1,9,99,0,9,99,2,1,31,2987,2,13
"2025000027806",1,1,99,9,9,99,9,2,39,-1,-1,-1
"2025000027806",2,9,99,9,9,99,9,3,-1,-1,-1,-1
"2025000027807",2,9,19,0,0,0,1,1,78,1498,1,9
"2025000027807",1,9,9,0,0,0,3,1,60,1790,8,5
"2025000027808",2,9,19,0,0,0,2,1,20,1248,2,15
"2025000027808",1,9,19,0,0,0,2,1,64,-1,3,0
"2025000027809",2,9,2,0,0,0,2,3,-1,1598,1,13
"2025000027809",1,9,19,0,5,0,1,1,53,2993,1,2
"2025000027810",1,9,19,2,0,0,1,3,-1,-1,-1,-1
"2025000027811",1,-1,19,0,0,0,0,3,20,-1,-1,-1
"2025000027812",1,9,19,1,0,0,3,3,-1,-1,-1,-1
"2025000027813",2,16,19,0,0,0,1,2,59,-1,-1,-1
"2025000027813",3,16,19,0,0,0,2,2,51,-1,-1,-1
"2025000027813",1,9,19,0,0,0,1,1,75,2143,2,7
"2025000027814",1,9,19,1,0,0,1,1,27,4163,1,9
"2025000027815",1,11,19,0,0,0,0,2,44,9000,2,10
"2025000027816",1,9,19,0,0,0,3,2,31,1498,1,2
"2025000027817",1,9,4,0,0,0,1,1,57,-1,-1,-1
"2025000027818",1,9,7,1,0,0,1,3,-1,-1,-1,-1
"2025000027818",2,1,4,1,0,0,1,1,31,-1,-1,-1
