"collision_index","vehicle_reference","vehicle_type","vehicle_manoeuvre","junction_location","skidding_and_overturning","hit_object_in_carriageway","first_point_of_impact","sex_of_driver","age_of_driver","engine_capacity_cc","propulsion_code","age_of_vehicle"
"2025000008932",2,1,19,0,0,0,1,1,18,-1,-1,-1
"2025000008932",1,9,1,0,0,0,3,2,44,1329,1,13
"2025000008933",1,9,4,0,0,0,2,2,66,1395,8,0
"2025000008933",2,9,4,0,0,0,1,1,44,2400,12,6
"2025000008934",1,9,5,1,0,0,1,1,37,2993,2,5
"2025000008935",1,11,19,1,0,0,0,1,49,6700,2,2
"2025000008935",2,9,7,1,0,0,0,3,-1,-1,-1,-1
"2025000008936",2,9,3,0,0,0,2,2,61,1229,1,10
"2025000008936",3,21,3,0,0,0,0,1,54,12902,2,4
"2025000008936",1,5,14,0,2,0,1,2,-1,-1,-1,-1
"2025000008937",1,9,9,2,0,0,0,3,-1,-1,-1,-1
"2025000008937",3,9,19,1,0,0,1,1,35,1582,2,6
"2025000008937",2,9,19,1,0,0,1,1,48,1560,2,9
"2025000008938",2,1,19,1,0,0,1,1,39,-1,-1,-1
"2025000008938",1,9,9,1,0,0,1,1,30,-1,-1,-1
"2025000008939",2,1,19,8,0,0,-1,1,49,-1,-1,-1
"2025000008939",1,9,19,8,0,0,-1,1,23,1390,1,8
"2025000008940",1,9,19,0,0,0,1,3,-1,-1,-1,-1
"2025000008940",2,9,4,0,0,0,2,3,-1,1200,1,1
"2025000008941",2,-1,19,0,0,0,0,2,34,-1,-1,-1
"2025000008941",1,9,19,0,0,0,0,2,35,2494,8,6
"2025000008942",1,19,19,0,0,0,1,1,43,1995,2,5
"2025000008942",2,9,3,0,0,0,2,1,40,1339,1,18
"2025000008942",3,19,3,0,0,0,2,1,54,1995,2,4
"2025000008943",2,9,5,4,0,0,1,1,80,1499,2,7
"2025000008943",1,4,19,3,0,0,1,1,55,125,1,2
"2025000008944",2,9,9,1,0,0,1,2,58,1995,1,18
"2025000008944",1,2,19,1,0,0,1,2,26,48,1,11
"2025000008945",2,9,19,0,0,0,2,1,26,1598,2,6
"2025000008945",3,9,19,0,0,0,2,1,59,1499,2,0
"2025000008945",1,9,19,0,0,0,1,1,18,998,1,12
"2025000008946",1,9,1,6,0,0,2,2,75,1398,1,11
"2025000008947",3,20,19,2,0,0,1,1,55,12777,2,8
"2025000008947",2,9,19,2,0,0,1,2,56,1199,1,1
"2025000008947",1,20,19,1,0,0,1,1,27,-1,-1,-1
"2025000008948",1,9,19,0,2,0,1,1,21,1598,2,9
"2025000008949",2,9,19,8,0,0,1,2,80,998,1,9
"2025000008949",3,9,19,1,0,0,1,1,41,1969,2,8
"2025000008949",1,9,19,1,0,0,3,2,57,1199,1,18
"2025000008950",1,2,5,0,0,0,1,1,79,125,1,4
"2025000008950",2,9,13,0,0,0,0,1,40,1991,1,8
"2025000008951",1,3,99,9,9,99,1,1,22,125,1,2
"2025000008951",2,9,99,9,9,99,9,3,-1,-1,-1,-1
"2025000008952",1,20,19,0,0,0,1,1,43,10677,2,7
"2025000008952",2,9,19,0,0,0,4,1,78,1197,8,2
"2025000008953",1,11,19,0,0,0,0,2,29,-1,-1,-1
"2025000008953",2,9,19,0,0,0,0,3,-1,-1,-1,-1
"2025000008954",2,3,19,8,0,0,1,1,36,125,1,12
"2025000008954",1,9,6,8,0,0,3,1,26,2000,2,14
"2025000008955",1,9,19,0,0,0,4,2,77,1242,1,9
"2025000008956",2,9,9,8,0,0,1,3,-1,1995,2,16
"2025000008956",1,9,19,1,2,0,4,1,25,1896,2,20
"2025000008957",2,11,19,8,0,0,1,1,64,4500,2,5
"2025000008957",1,4,19,1,1,0,2,1,30,-1,3,2
"2025000008958",1,9,2,2,0,0,2,3,-1,1242,1,12
"2025000008958",2,1,19,2,5,4,1,1,35,-1,-1,-1
"2025000008959",1,9,19,8,0,0,3,3,-1,1998,2,11
"2025000008959",2,8,19,8,0,0,4,1,53,1422,2,6
"2025000008960",2,9,19,1,0,0,1,1,58,1560,2,10
"2025000008960",1,9,10,5,0,0,2,2,41,1995,2,3
"2025000008961",1,-1,19,0,0,10,1,1,14,-1,-1,-1
"2025000008962",2,4,19,0,0,0,1,1,30,125,1,3
"2025000008962",1,9,9,0,0,0,1,2,25,1200,1,5
"2025000008963",1,9,19,0,0,0,1,1,-1,1968,2,9
"2025000008964",1,17,19,0,1,0,1,1,36,6728,2,6
"2025000008964",2,9,19,0,0,0,0,3,50,-1,-1,-1
"2025000008965",2,20,1,9,0,0,2,3,-1,2402,2,17
"2025000008965",1,9,99,9,9,99,1,1,33,2148,2,13
"2025000008966",1,9,4,3,0,10,1,2,84,1197,1,11
"2025000008967",1,11,19,0,0,0,4,1,59,6700,2,3
"2025000008968",2,11,19,6,0,0,1,1,49,7300,2,11
"2025000008968",1,9,19,8,0,0,1,2,37,-1,-1,-1
"2025000008969",1,9,4,0,0,0,4,1,69,1997,2,16
"2025000008970",1,9,19,1,0,0,1,2,21,1390,1,11
"2025000008971",4,9,19,0,0,0,1,1,51,2179,2,11
"2025000008971",2,21,19,0,0,0,3,1,32,12809,2,1
"2025000008971",3,19,19,0,1,0,1,1,53,2198,2,14
"2025000008971",1,9,13,0,1,0,1,1,36,998,1,2
"2025000008972",1,4,4,1,1,0,0,1,34,250,1,49
"2025000008972",2,19,5,8,0,0,0,1,-1,-1,-1,-1
"2025000008973",3,9,19,0,0,0,1,1,23,1560,2,10
"2025000008973",2,9,19,0,0,0,2,2,50,1598,1,12
"2025000008973",1,9,15,0,0,0,0,2,32,2698,2,11
"2025000008974",1,9,14,1,2,0,1,2,80,1591,1,12
"2025000008974",2,9,2,1,0,0,3,2,78,1242,1,11
"2025000008975",1,9,19,8,0,0,4,2,20,1400,1,18
"2025000008976",1,9,9,1,0,0,1,1,43,1995,1,16
"2025000008977",1,9,9,1,0,0,4,1,48,1499,2,4
"2025000008977",2,4,19,1,0,0,1,1,39,124,1,2
"2025000008978",2,1,19,1,0,0,9,3,-1,-1,-1,-1
"2025000008978",1,11,19,1,0,0,1,3,-1,7300,2,14
"2025000008979",1,9,99,9,9,99,3,2,29,999,1,3
"2025000008979",2,9,99,9,9,99,1,3,-1,-1,-1,-1
"2025000008980",1,9,19,3,1,0,1,1,22,1396,1,22
"2025000008980",2,9,9,5,0,0,1,1,51,2179,2,14
"2025000008981",3,9,2,0,0,4,3,3,-1,1461,2,9
"2025000008981",1,9,7,0,0,4,1,1,17,1368,1,16
"2025000008981",2,9,2,0,0,0,1,3,-1,1798,8,11
"2025000008982",2,9,9,6,0,0,3,1,18,998,1,4
"2025000008982",1,11,4,1,0,0,1,1,34,7300,2,12
"2025000008983",2,3,14,8,0,0,0,1,23,125,1,1
"2025000008983",1,9,9,5,0,0,0,2,37,-1,-1,-1
"2025000008984",1,9,5,4,0,0,1,1,66,1968,2,15
"2025000008984",2,9,5,4,0,0,2,1,78,1598,1,19
"2025000008985",1,9,19,1,0,0,4,1,46,1560,2,10
"2025000008986",1,3,19,1,0,0,1,1,22,125,1,1
"2025000008987",1,3,19,0,1,0,1,1,22,125,1,0
"2025000008988",1,9,19,0,0,0,4,1,41,3600,6,27
"2025000008988",2,9,12,0,0,0,3,1,75,1199,1,1
"2025000008989",1,9,19,0,0,0,3,1,55,898,1,8
"2025000008990",1,9,19,0,0,0,1,1,16,1339,1,17
"2025000008991",1,9,9,6,0,0,1,1,65,2099,1,20
"2025000008991",2,5,19,8,1,0,3,1,34,781,1,21
"2025000008992",1,9,19,0,0,0,4,1,45,-1,-1,-1
"2025000008993",1,9,19,0,0,4,1,1,25,2521,1,15
"2025000008993",3,19,2,0,0,4,1,1,23,1598,2,5
"2025000008993",2,19,10,0,0,0,2,1,40,2198,2,5
"2025000008994",1,11,8,1,0,0,0,1,52,-1,-1,-1
"2025000008995",2,9,19,2,0,0,1,2,37,1587,1,14
"2025000008995",1,9,19,8,0,0,4,2,53,1242,1,10
"2025000008996",2,1,19,1,0,0,1,1,24,-1,-1,-1
"2025000008996",1,19,5,8,0,0,3,1,48,1461,2,8
"2025000008997",1,9,19,0,0,0,1,1,40,-1,-1,-1
"2025000008997",2,19,19,0,0,0,2,2,32,1995,2,12
"2025000008998",1,21,19,0,0,0,3,1,27,-1,-1,-1
"2025000008999",1,97,7,1,0,0,3,3,-1,-1,-1,-1
"2025000008999",2,9,9,1,0,0,3,2,18,1349,1,12
"2025000009000",1,9,19,4,0,0,1,2,27,1900,2,15
"2025000009000",2,9,9,3,0,0,4,2,47,1685,2,9
"2025000009001",1,9,19,6,0,0,2,1,66,-1,-1,-1
"2025000009001",2,9,19,8,0,0,4,1,28,1968,2,14
"2025000009002",1,9,19,0,0,0,1,2,79,1242,1,9
"2025000009003",2,1,19,8,0,0,0,2,65,-1,-1,-1
"2025000009003",1,90,7,5,0,0,0,3,-1,-1,-1,-1
"2025000009004",1,90,99,0,9,99,1,1,47,2987,2,2
"2025000009004",2,19,99,0,9,99,9,3,-1,2148,2,14
"2025000009005",2,9,2,0,0,0,4,3,-1,1968,2,7
"2025000009005",1,1,19,0,0,4,1,2,34,-1,-1,-1
"2025000009006",1,9,19,0,2,0,1,1,66,2982,2,27
"2025000009007",1,11,5,6,0,0,4,1,58,5132,2,6
"2025000009008",1,9,19,0,0,0,1,1,42,-1,-1,-1
"2025000009008",2,9,19,0,0,0,2,3,-1,-1,-1,-1
"2025000009008",3,8,19,0,0,0,1,1,21,1968,2,6
"2025000009009",1,9,19,0,0,0,1,1,40,-1,3,2
"2025000009010",2,1,19,5,0,0,1,1,34,-1,-1,-1
"2025000009010",1,1,19,1,0,0,1,2,49,-1,-1,-1
"2025000009011",1,1,19,8,0,0,1,1,16,-1,-1,-1
"2025000009011",2,9,9,6,0,0,1,2,25,1388,1,9
"2025000009012",1,19,99,9,9,99,2,3,-1,-1,-1,-1
"2025000009013",1,9,7,6,0,0,3,2,31,1242,1,8
"2025000009013",2,9,19,8,0,0,4,3,-1,-1,-1,-1
"2025000009014",2,9,19,1,0,0,1,2,40,898,1,6
"2025000009014",1,9,5,3,0,0,3,2,19,999,1,4
"2025000009015",1,9,5,6,0,0,1,1,31,1995,2,13
"2025000009015",2,9,19,8,0,0,4,2,49,1560,2,13
"2025000009016",1,9,1,0,0,0,2,2,54,1499,2,1
"2025000009017",2,5,19,0,0,0,4,1,30,1352,1,16
"2025000009017",1,5,19,0,0,0,4,1,37,-1,-1,-1
"2025000009018",1,9,99,9,9,99,9,2,71,999,1,0
"2025000009018",2,9,99,9,9,99,2,3,29,2925,2,5
"2025000009019",1,3,14,2,9,0,4,1,26,125,1,2
"2025000009019",2,19,5,5,9,0,3,1,-1,2298,2,5
"2025000009020",2,19,19,0,0,0,1,1,57,1598,2,15
"2025000009020",1,9,19,0,0,0,1,1,22,1896,2,13
"2025000009021",1,9,19,1,0,0,1,1,-1,1598,1,15
"2025000009021",2,9,19,1,0,0,1,1,20,1395,1,4
"2025000009022",1,9,9,8,0,0,4,1,58,1242,1,17
"2025000009022",2,9,19,8,0,0,1,2,62,2925,2,5
"2025000009023",2,9,19,1,0,0,4,2,25,999,1,1
"2025000009023",1,9,9,1,0,0,1,1,37,1995,1,14
"2025000009024",1,11,19,1,0,0,4,3,-1,6700,2,8
"2025000009025",1,9,-1,0,-1,-1,-1,1,32,1496,2,2
"2025000009025",2,9,19,0,0,0,2,1,23,1596,1,6
"2025000009026",2,9,2,1,0,0,2,3,-1,2143,2,6
"2025000009026",1,9,1,1,0,4,2,3,-1,1560,2,2
"2025000009026",4,11,2,1,0,0,1,1,64,7300,2,15
"2025000009026",3,9,3,1,0,0,1,1,30,1598,2,4
"2025000009027",1,9,19,8,0,0,1,1,79,1999,2,6
"2025000009027",2,9,19,8,0,0,1,-1,-1,2231,2,12
"2025000009028",1,9,19,3,0,0,1,1,40,2993,2,18
"2025000009029",1,11,4,0,0,0,0,1,39,4461,2,8
"2025000009030",1,9,4,5,0,0,2,2,27,1686,2,8
"2025000009030",2,4,19,1,0,0,1,1,51,124,1,5
"2025000009031",1,9,19,0,0,0,4,2,33,1339,1,9
"2025000009032",1,9,99,9,9,99,9,1,47,1200,1,6
"2025000009032",2,9,99,9,9,99,9,2,37,1197,1,7
"2025000009033",1,9,19,0,1,0,3,1,23,1596,1,12
"2025000009033",2,9,4,0,0,0,3,2,32,-1,-1,-1
"2025000009034",1,8,19,1,0,0,1,1,30,-1,-1,-1
"2025000009035",1,9,9,6,0,0,3,2,19,1198,1,14
"2025000009035",2,9,2,6,0,0,1,3,-1,1332,1,2
"2025000009035",3,3,-1,1,1,4,1,1,40,125,1,4
"2025000009036",1,9,19,0,1,0,1,2,47,2925,2,5
"2025000009037",2,9,3,0,0,0,3,1,72,1995,2,4
"2025000009037",1,19,19,0,0,0,3,3,-1,-1,-1,-1
"2025000009038",1,9,99,9,9,99,1,1,31,1461,2,15
"2025000009038",2,9,99,9,9,99,2,3,37,1580,8,2
"2025000009039",1,3,19,1,0,0,1,1,38,124,1,4
"2025000009039",2,9,9,6,0,0,1,1,26,1499,1,2
"2025000009039",3,9,4,1,0,0,0,1,25,-1,-1,-1
"2025000009040",2,9,19,8,0,0,1,1,52,1197,1,5
"2025000009040",1,1,19,8,0,0,-1,3,-1,-1,-1,-1
"2025000009041",2,9,19,0,0,0,1,1,43,1984,1,3
"2025000009041",1,9,9,0,0,0,1,2,32,998,1,16
"2025000009042",1,9,19,0,0,0,1,1,45,1995,1,17
"2025000009043",2,9,10,5,0,0,2,2,30,1461,2,2
"2025000009043",1,9,19,1,0,0,1,2,35,1364,1,1
"2025000009044",1,9,19,0,5,0,1,1,25,1500,2,5
"2025000009045",1,5,13,1,0,0,1,1,52,749,1,2
"2025000009046",1,9,19,0,0,0,1,1,20,999,1,5
"2025000009046",2,1,19,0,2,0,1,1,72,-1,-1,-1
"2025000009047",2,9,19,0,0,0,2,1,62,-1,-1,-1
"2025000009047",1,9,19,0,0,0,1,3,-1,1596,1,14
"2025000009048",1,9,5,0,-1,-1,-1,2,46,1997,2,13
"2025000009048",2,9,2,0,-1,-1,-1,1,24,999,1,3
"2025000009049",1,9,19,0,0,0,1,2,50,-1,-1,-1
"2025000009050",1,9,99,9,9,99,9,1,44,1598,1,9
"2025000009050",3,9,99,9,9,99,9,1,35,1598,1,13
"2025000009050",2,1,99,9,9,99,1,3,56,-1,-1,-1
"2025000009051",1,9,4,0,0,0,3,2,46,2993,2,9
"2025000009051",2,9,2,0,0,0,3,3,-1,998,1,6
"2025000009052",2,19,3,0,0,0,1,1,29,2477,2,12
"2025000009052",1,9,15,0,0,0,1,1,37,3993,1,9
"2025000009053",2,20,19,0,0,0,1,1,56,4461,2,10
"2025000009053",1,9,4,0,0,0,2,1,32,1591,1,3
"2025000009054",1,9,-1,8,-1,-1,-1,3,-1,999,1,0
"2025000009054",2,9,9,8,0,0,3,2,39,1956,2,9
"2025000009055",1,3,13,1,0,4,4,1,29,125,1,10
"2025000009055",2,9,13,1,0,0,3,1,24,1984,1,8
"2025000009055",3,3,2,1,0,0,2,3,-1,125,1,3
"2025000009056",1,9,19,0,5,4,1,1,75,1248,1,11
"2025000009056",3,9,2,0,0,0,2,2,60,1248,2,16
"2025000009056",2,9,2,0,0,4,2,1,82,998,1,0
"2025000009057",1,9,19,0,0,0,3,2,73,-1,-1,-1
"2025000009057",3,9,19,0,0,0,3,1,29,-1,-1,-1
"2025000009057",2,19,19,0,0,0,3,1,40,1995,2,6
"2025000009058",1,21,4,0,0,4,1,1,60,-1,2,9
"2025000009058",3,21,19,0,0,0,2,1,38,6690,2,1
"2025000009058",2,9,4,0,0,4,2,2,65,1598,1,13
"2025000009059",1,9,19,8,0,0,1,1,25,-1,-1,-1
"2025000009059",2,21,19,8,0,0,3,1,30,10837,2,3
"2025000009060",2,19,19,0,0,0,1,1,57,1950,2,0
"2025000009060",1,1,19,0,0,0,1,1,13,-1,-1,-1
"2025000009061",1,9,99,9,9,99,9,1,47,1598,2,12
"2025000009061",2,9,99,9,9,99,9,1,-1,1997,1,17
"2025000009062",2,19,19,0,0,0,3,1,60,2143,2,4
"2025000009062",1,9,19,0,0,0,3,1,33,1799,1,17
"2025000009063",1,9,19,1,0,0,1,2,30,1998,8,5
"2025000009063",2,9,19,1,0,0,4,1,20,1229,1,9
"2025000009064",1,9,19,0,0,0,3,2,69,2498,1,5
"2025000009064",2,9,19,0,0,0,3,1,26,1560,2,9
"2025000009065",2,9,3,0,0,0,2,2,58,999,1,3
"2025000009065",1,9,4,0,1,0,1,1,24,1995,2,18
"2025000009066",1,19,4,0,0,0,2,1,40,1995,2,4
"2025000009066",2,19,4,0,0,0,2,1,25,1995,2,3
"2025000009066",3,9,19,0,0,0,1,2,33,1242,1,11
"2025000009067",1,9,99,9,9,99,2,1,46,4395,1,9
"2025000009067",2,9,99,9,9,99,9,3,-1,1598,1,6
"2025000009068",2,9,19,8,1,0,4,3,-1,-1,-1,-1
"2025000009068",1,9,19,8,1,0,1,1,36,-1,-1,-1
"2025000009069",1,9,99,9,9,99,2,2,35,1560,2,11
"2025000009069",2,9,99,9,9,99,1,3,-1,1598,1,18
"2025000009070",1,9,19,0,0,0,1,1,45,3799,1,7
"2025000009070",2,9,19,0,0,0,1,2,33,1197,1,10
"2025000009071",2,9,9,8,0,0,3,1,79,1499,2,5
"2025000009071",1,9,19,8,0,0,1,1,-1,-1,-1,-1
"2025000009072",1,9,-1,0,-1,-1,-1,3,-1,-1,-1,-1
"2025000009072",2,3,19,0,5,0,3,1,19,124,1,2
"2025000009073",1,4,19,0,0,10,1,1,19,125,1,19
"2025000009074",1,9,19,2,0,0,1,1,28,1975,1,14
"2025000009075",1,9,19,0,1,0,3,1,49,1229,1,12
"2025000009075",2,19,19,0,0,0,3,1,55,1560,2,5
"2025000009076",1,9,19,2,0,0,1,1,26,1598,1,20
"2025000009076",2,2,19,1,1,0,1,1,16,49,1,0
"2025000009077",3,5,4,1,5,0,3,1,54,1352,1,17
"2025000009077",1,9,9,1,0,0,4,2,80,1248,2,15
"2025000009077",2,5,19,1,0,0,1,1,55,1198,1,11
"2025000009078",2,9,19,0,0,0,1,2,49,2993,2,7
"2025000009078",1,9,19,0,1,0,1,1,21,1248,2,9
"2025000009079",2,9,19,8,0,0,1,1,30,1968,2,9
"2025000009079",1,9,9,6,0,0,3,1,29,1968,2,10
"2025000009080",1,9,19,0,0,0,2,2,75,1200,1,1
"2025000009080",2,9,2,0,0,0,0,1,78,2498,2,21
"2025000009081",1,9,9,5,0,0,3,2,40,-1,-1,-1
"2025000009081",2,9,19,8,0,0,1,2,40,1995,2,9
"2025000009082",1,9,19,0,0,0,1,2,56,2143,2,5
"2025000009082",2,9,19,0,0,0,1,1,37,1498,1,2
"2025000009083",2,9,19,8,0,0,3,2,22,1240,1,16
"2025000009083",1,9,9,8,0,0,1,1,31,1461,2,5
"2025000009084",1,3,99,9,9,99,1,1,34,125,1,0
"2025000009084",2,9,99,9,9,99,1,3,-1,1798,8,0
"2025000009085",2,3,4,1,0,0,2,1,19,124,1,2
"2025000009085",1,3,4,1,1,0,1,1,18,124,1,4
"2025000009086",1,9,19,0,0,0,4,3,-1,-1,-1,-1
"2025000009087",1,9,19,0,0,0,1,1,75,2967,1,17
"2025000009088",1,11,5,1,0,0,0,1,34,4461,2,10
"2025000009088",2,9,7,1,0,0,0,3,43,-1,-1,-1
"2025000009089",2,9,19,0,0,0,3,2,49,1560,2,12
"2025000009089",1,9,19,0,0,0,4,1,52,5461,1,16
"2025000009090",1,9,19,0,5,0,1,1,43,1596,1,21
"2025000009091",1,21,19,0,0,0,1,1,59,12419,2,6
"2025000009091",3,9,4,0,0,0,2,1,37,-1,-1,-1
"2025000009091",2,19,19,0,0,0,1,1,34,1997,2,2
"2025000009092",1,9,19,0,0,0,4,1,32,-1,-1,-1
"2025000009093",2,1,19,1,0,0,1,1,10,-1,-1,-1
"2025000009093",1,9,19,1,0,0,1,2,26,1896,2,13
"2025000009094",1,9,19,8,0,0,1,2,25,998,1,14
"2025000009094",2,9,19,8,5,0,4,1,49,1997,1,15
"2025000009095",1,1,-1,0,-1,-1,-1,1,25,-1,-1,-1
"2025000009095",2,9,-1,0,-1,-1,-1,1,36,1995,2,17
"2025000009096",1,3,99,9,9,99,9,1,28,124,1,5
"2025000009096",2,9,99,9,9,99,9,1,33,-1,-1,-1
"2025000009097",1,9,19,1,0,0,4,1,46,1999,8,8
"2025000009098",2,9,6,0,0,0,4,1,35,1364,1,6
"2025000009098",1,3,19,0,0,0,0,2,42,108,1,3
"2025000009099",1,9,19,0,0,0,1,2,63,1197,8,2
"2025000009100",1,11,19,1,0,0,1,1,-1,10000,2,21
"2025000009101",1,9,19,0,0,0,4,1,66,1997,2,7
"2025000009101",2,1,19,0,0,0,3,1,38,-1,-1,-1
"2025000009102",1,9,9,2,0,0,1,2,35,1560,2,12
"2025000009103",1,9,6,1,0,0,1,1,30,1995,2,18
"2025000009103",2,1,19,1,0,0,3,1,19,-1,-1,-1
"2025000009104",1,16,19,0,0,0,0,2,21,-1,-1,-1
"2025000009105",1,9,19,0,0,0,3,1,48,1242,1,14
"2025000009105",2,9,19,0,0,0,4,1,43,1149,1,13
"2025000009106",1,9,6,6,0,0,4,3,-1,-1,-1,-1
"2025000009107",2,9,3,0,0,0,1,2,23,1199,1,2
"2025000009107",1,9,19,0,0,0,1,2,71,1598,1,13
"2025000009108",1,21,1,8,0,0,2,1,48,4461,2,10
"2025000009108",2,9,19,8,0,0,1,1,85,1596,1,14
"2025000009109",2,19,9,5,0,0,1,1,-1,2298,2,5
"2025000009109",1,9,99,9,9,99,2,1,28,2967,2,0
"2025000009110",1,9,9,5,0,0,1,1,-1,-1,-1,-1
"2025000009110",2,3,19,1,0,0,1,1,31,125,1,6
"2025000009111",1,19,7,0,0,0,4,1,74,2198,2,16
"2025000009112",1,9,19,0,0,4,1,1,24,1349,1,12
"2025000009112",2,9,2,0,0,0,1,-1,-1,1586,1,6
"2025000009113",1,9,99,0,9,99,1,3,53,1461,2,4
"2025000009114",2,9,19,0,0,0,3,2,59,1685,2,7
"2025000009114",1,9,19,0,1,10,3,2,51,1998,1,3
"2025000009115",2,9,7,3,0,10,2,2,61,1296,1,18
"2025000009115",1,21,11,3,0,0,4,1,36,10800,2,5
"2025000009116",2,9,2,0,0,4,1,3,-1,1598,1,11
"2025000009116",1,8,19,0,5,4,1,1,46,1798,8,10
"2025000009117",1,3,19,0,1,10,4,1,44,125,1,1
"2025000009118",1,9,5,1,0,0,1,1,-1,1386,1,10
"2025000009118",2,1,19,1,0,0,2,1,53,-1,-1,-1
"2025000009119",2,9,9,5,0,0,3,1,54,3456,8,3
"2025000009119",1,9,9,6,0,0,3,1,51,1797,8,10
"2025000009120",1,9,19,1,1,0,1,1,16,1995,2,15
"2025000009120",3,9,19,1,0,0,0,1,-1,-1,-1,-1
"2025000009120",2,9,3,1,0,0,3,1,87,1968,2,14
"2025000009121",2,9,3,0,0,0,2,1,58,-1,-1,-1
"2025000009121",1,9,19,0,0,0,1,2,25,-1,-1,-1
"2025000009122",2,9,2,8,0,0,2,-1,-1,1598,2,8
"2025000009122",1,9,19,8,0,4,1,2,46,1598,8,2
"2025000009123",1,9,4,0,0,0,1,1,34,1587,1,14
"2025000009124",1,9,9,2,0,0,1,1,48,999,1,3
"2025000009124",2,2,5,8,0,0,1,1,24,125,1,18
"2025000009125",3,21,19,0,1,0,1,1,54,10837,2,7
"2025000009125",1,9,19,0,0,11,1,2,52,995,1,9
"2025000009125",2,9,19,0,0,0,2,1,36,-1,-1,-1
"2025000009126",1,9,-1,-1,-1,-1,-1,3,-1,-1,-1,-1
"2025000009126",2,1,-1,-1,-1,-1,-1,1,45,-1,-1,-1
"2025000009127",2,19,7,8,0,0,1,3,-1,-1,-1,-1
"2025000009127",1,9,19,8,0,0,4,2,43,1398,1,10
"2025000009128",1,9,19,2,0,0,1,1,76,2497,2,14
"2025000009128",2,9,7,2,0,0,1,2,65,1390,1,14
"2025000009129",1,19,19,0,0,0,3,1,-1,-1,-1,-1
"2025000009130",1,9,19,3,1,0,1,1,53,1240,1,15
"2025000009130",2,9,19,4,1,10,3,1,20,1197,1,6
"2025000009131",1,11,4,2,0,0,0,1,36,4500,2,8
"2025000009132",1,11,4,0,0,0,0,1,-1,6700,2,8
"2025000009133",1,-1,99,9,9,99,9,3,-1,-1,-1,-1
"2025000009134",2,19,2,0,0,0,2,1,29,1598,2,7
"2025000009134",1,3,19,0,0,0,1,1,27,125,1,3
"2025000009135",1,9,19,0,0,0,1,2,31,1390,1,9
"2025000009135",2,9,3,0,0,0,2,1,27,1364,2,14
"2025000009136",1,3,19,2,0,0,0,1,21,125,1,0
"2025000009137",1,9,5,6,0,0,1,2,29,1388,1,10
"2025000009137",2,9,19,8,0,0,3,1,50,1398,1,12
"2025000009138",2,9,9,5,0,0,3,1,87,1798,8,4
"2025000009138",1,5,13,8,0,0,1,1,34,847,1,7
"2025000009139",1,9,99,9,9,99,9,2,30,999,1,0
"2025000009139",2,9,99,9,9,99,9,3,-1,1596,1,14
"2025000009140",2,9,3,0,0,0,2,1,24,1461,2,12
"2025000009140",1,9,19,0,0,0,1,1,23,1461,2,16
"2025000009141",2,9,19,0,0,0,1,1,30,1360,1,25
"2025000009141",1,9,19,0,0,0,3,1,52,-1,-1,-1
"2025000009142",1,9,19,0,5,0,1,1,73,1499,1,5
"2025000009143",2,9,9,5,0,0,1,1,55,1599,1,13
"2025000009143",1,5,19,8,1,0,1,1,29,599,1,24
"2025000009144",1,9,19,0,0,4,1,2,80,1995,2,22
"2025000009144",3,9,2,0,0,0,2,1,23,2494,1,22
"2025000009144",2,9,2,0,0,0,3,1,68,999,1,9
"2025000009145",1,9,19,0,5,0,1,1,20,1328,1,21
"2025000009146",1,9,19,8,0,0,1,1,46,1796,1,13
"2025000009146",2,9,19,8,0,0,4,1,26,1353,1,3
"2025000009147",1,9,7,1,0,0,1,1,19,1396,1,22
"2025000009147",2,21,19,8,0,0,4,1,38,12740,2,10
"2025000009148",1,9,4,2,0,0,3,1,41,1797,8,5
"2025000009148",2,1,19,2,0,0,4,1,25,-1,-1,-1
"2025000009149",2,9,3,0,0,0,1,2,52,1991,2,14
"2025000009149",1,11,14,0,0,0,3,2,42,7300,2,17
"2025000009150",2,9,19,1,0,0,1,1,58,1360,1,16
"2025000009150",1,9,9,8,0,7,4,1,52,1580,8,0
"2025000009151",1,9,19,0,5,0,1,1,21,998,1,8
"2025000009152",1,9,19,0,2,0,1,1,27,1242,1,17
"2025000009153",1,9,7,8,0,0,1,1,21,1332,1,2
"2025000009154",2,3,13,0,2,0,4,1,26,125,1,1
"2025000009154",1,9,9,0,0,0,3,2,23,1598,2,9
"2025000009155",3,9,4,0,0,0,2,1,26,2993,2,3
"2025000009155",1,9,4,0,0,0,1,1,44,2993,2,2
"2025000009155",2,9,4,0,0,0,2,2,30,1395,1,7
"2025000009156",1,19,19,0,0,0,1,1,31,1997,2,1
"2025000009157",1,9,19,0,0,10,3,2,53,1149,1,13
"2025000009158",2,1,-1,-1,-1,-1,-1,1,59,-1,-1,-1
"2025000009158",1,9,-1,-1,-1,-1,-1,2,71,1560,2,10
"2025000009159",1,9,19,1,0,0,1,2,30,999,1,3
"2025000009159",2,1,7,5,0,0,1,1,-1,-1,-1,-1
"2025000009160",1,9,19,0,5,0,1,1,64,1242,1,17
"2025000009161",2,19,19,1,0,0,1,1,42,2198,2,8
"2025000009161",1,10,9,2,1,0,1,1,70,2464,2,11
"2025000009162",2,9,19,1,0,0,1,1,61,1499,1,5
"2025000009162",1,9,6,6,0,0,3,1,53,1598,2,4
"2025000009163",1,9,7,5,0,0,1,3,25,-1,-1,-1
